,Asset Name,Asset Name: Address,Asset Name: Size,Asset Name: Date Built,Custom: Assessment Date,formattted_address,latitude,longitude,formatted_address,location,geometry,index_right,OBJECTID,WARD,COUNCILLOR_NAME,PHONE,EMAIL,WEBSITE,PICTURE_URL,Shape__Area,Shape__Length,year,dry_days_hxmax40_mean,freeze_thaw_mean,ice_days_mean,max_temp_mean_mean,minimum_temp_mean_mean,tg_mean_6_mean,total_precipitation_mean,wet_days_plus20mm_mean
106,Churchill Park - Sun Shelter 151734,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
107,Churchill Park - Sun Shelter 151867,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
108,Churchill Park - Sun Shelter 151907,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
109,Churchill Park - Sun Shelter 151982,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
110,Churchill Park - Sun Shelter 152003,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
111,Churchill Park - Sun Shelter 152015,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
112,Churchill Park - Sun Shelter 152035,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
113,Churchill Park - Sun Shelter 152223,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
114,Churchill Park - Sun Shelter 152272,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
115,Churchill Park - Sun Shelter 152315,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
116,Churchill Park - Sun Shelter 184216,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
117,Churchill Park - Washroom / Changeroom,145 Cline Ave. N.,857.0,1954-01-02,2017,"145 cline ave. n., Hamilton, Ontario",43.26420041,-79.90506686,"145 Cline Ave N, Hamilton, Ontario, L8S 4A1","145 Cline Ave N, Hamilton, Ontario, L8S 4A1",POINT (-79.905066862658 43.264200409532),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1954.0,1.2112676056338028,61.28169014084507,45.30281690140845,13.505352112676055,4.327605633802817,8.913380281690142,807.4342253521128,6.704225352112676
118,CITYLAB (FOOTBALL HALL OF FAME),58 JACKSON STREET WEST,17585.0,1974-01-02,2020,"58 jackson street west, Hamilton, Ontario",43.25516681,-79.87234291,"58 Jackson St W, Hamilton, Ontario, L8P 1L4","58 Jackson St W, Hamilton, Ontario, L8P 1L4",POINT (-79.872342906833 43.255166813384),1.0,2.0,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396,1974.0,1.5098039215686274,60.19607843137255,43.28431372549019,13.761960784313723,4.5931372549019605,9.17392156862745,811.996274509804,6.794117647058823
119,CLUB 60 SENIOR CITIZEN CENTRE,6 KING STREET WEST,3568.0,1975-01-02,2018,"6 king street west, Hamilton, Ontario",43.21742139,-79.75833796,"6 King St W, Stoney Creek, Ontario, L8G 1G8","6 King St W, Stoney Creek, Ontario, L8G 1G8",POINT (-79.758337959535 43.217421385095),4.0,5.0,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776,1975.0,1.66,58.48,45.18,13.5612,4.635,9.0974,826.0980000000001,6.82
120,CONCESSION LIBRARY,565 CONCESSION STREET,8316.0,1993-01-02,2021,"565 concession street, Hamilton, Ontario",43.2411306,-79.85137843,"565 Concession St, Hamilton, Ontario, L8V 1A8","565 Concession St, Hamilton, Ontario, L8V 1A8",POINT (-79.851378425887 43.241130604055),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,1993.0,2.125,60.296875,45.296875,13.7446875,4.5565625,9.1475,845.5040625,7.171875
121,CONSERVATION LAB & STORAGE,240 BURLINGTON STREET EAST,6671.0,1953-01-02,2019,"240 burlington street east, Hamilton, Ontario",43.2696634,-79.85207362,"240 Burlington St E, Hamilton, Ontario, L8L 4H4","240 Burlington St E, Hamilton, Ontario, L8L 4H4",POINT (-79.852073620936 43.269663398745),2.0,3.0,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359,1953.0,1.1944444444444444,61.34027777777778,45.395833333333336,13.493888888888888,4.318194444444445,8.902777777777779,806.9572222222222,6.680555555555555
122,COPETOWN COMMUNITY CENTRE,1950 GOVERNORS ROAD,7788.0,1993-01-02,2022,"1950 governors road, Hamilton, Ontario",43.2439895,-80.05151019,"1950 Governors Rd, Dundas, Ontario, L9H 5E3","1950 Governors Rd, Dundas, Ontario, L9H 5E3",POINT (-80.05151019434 43.24398950359),11.0,12.0,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066,1993.0,1.90625,64.328125,47.328125,13.7115625,4.0621875,8.8825,854.0578125,7.25
123,COPETOWN LIONS PARK - PAVILION,1950 GOVERNORS ROAD,1304.0,1998-01-02,2019,"1950 governors road, Hamilton, Ontario",43.2439895,-80.05151019,"1950 Governors Rd, Dundas, Ontario, L9H 5E3","1950 Governors Rd, Dundas, Ontario, L9H 5E3",POINT (-80.05151019434 43.24398950359),11.0,12.0,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066,1998.0,2.074074074074074,64.03703703703704,45.833333333333336,13.85111111111111,4.218148148148149,9.034814814814816,857.7518518518519,7.333333333333333
124,Corktown Park - Washrooms / Storage,175 Ferguson Ave. S.,1546.0,1968-01-02,2017,"175 ferguson ave. s., Hamilton, Ontario",43.24901999,-79.86404197,"175 Ferguson Ave S, Hamilton, Ontario, L8N 2M9","175 Ferguson Ave S, Hamilton, Ontario, L8N 2M9",POINT (-79.864041972842 43.2490199866),1.0,2.0,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396,1968.0,1.368421052631579,62.42982456140351,49.64912280701754,13.237894736842106,4.036140350877193,8.638245614035089,838.4136842105263,6.9298245614035086
125,CORONATION ARENA,81 MACKLIN STREET NORTH,27098.0,1981-01-02,2021,"81 macklin street north, Hamilton, Ontario",43.2645957,-79.8959844,"81 Macklin St N, Hamilton, Ontario, L8S 3S1","81 Macklin St N, Hamilton, Ontario, L8S 3S1",POINT (-79.895984400015 43.264595700085),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1981.0,1.7045454545454546,59.70454545454545,42.42045454545455,13.869772727272725,4.713863636363636,9.286818181818182,815.6411363636363,6.8977272727272725
126,CORONATION OUTDOOR POOL,80 MACKLIN STREET NORTH,27087.0,2015-01-02,2018,"80 macklin street north, Hamilton, Ontario",43.26437002,-79.89560001,"80 Macklin St N, Hamilton, Ontario, L8S 3S1","80 Macklin St N, Hamilton, Ontario, L8S 3S1",POINT (-79.895600005936 43.264370017342),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,2015.0,3.1,55.4,33.9,14.753,5.634,10.183,821.3860000000001,7.25
127,Courtcliffe Park - Picnic Shelter (Heritage),159 Carlisle Rd.,1485.0,1960-01-02,2017,"159 carlisle rd., Hamilton, Ontario",43.38684278,-79.99160641,"159 Carlisle Rd, Freelton, Ontario, L8B 0Z8","159 Carlisle Rd, Freelton, Ontario, L8B 0Z8",POINT (-79.991606408726 43.386842782324),14.0,15.0,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672.0,55128.93937,1960.0,0.5692307692307692,68.48461538461538,56.04615384615385,12.793076923076924,3.0650769230769233,7.928461538461539,842.945076923077,6.8307692307692305
128,DALEWOOD RECREATION CENTRE (P),1152 MAIN STREET WEST,11601.0,1969-01-02,2018,"1152 main street west, Hamilton, Ontario",43.25819109,-79.91323511,"1152 Main St W, Hamilton, Ontario, L8S 1Y3","1152 Main St W, Hamilton, Ontario, L8S 1Y3",POINT (-79.913235111122 43.258191087869),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1969.0,1.3928571428571428,60.535714285714285,43.9375,13.678571428571429,4.50875,9.093035714285715,811.2210714285715,6.767857142857143
129,DAVE ANDREYCHUK MOUNTAIN ARENA & SKATING CENTRE,25-55 HESTER STREET,76286.0,1970-01-02,2021,"25-55 hester street, Hamilton, Ontario",43.22528881,-79.88119713,"25 Hester St, Hamilton, Ontario, L9A 2N3","25 Hester St, Hamilton, Ontario, L9A 2N3",POINT (-79.881197130252 43.225288807054),7.0,8.0,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489,1970.0,1.4181818181818182,62.345454545454544,49.263636363636365,13.282727272727273,4.078181818181818,8.68109090909091,838.7052727272725,6.954545454545454
130,DISCOVERY CENTRE,57 DISCOVERY DRIVE,21376.0,2004-01-01,2021,"57 discovery drive, Hamilton, Ontario",43.2777029,-79.86094721,"57 Discovery Dr, Hamilton, Ontario, L8L 8K4","57 Discovery Dr, Hamilton, Ontario, L8L 8K4",POINT (-79.860947206552 43.277702901176),1.0,2.0,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396,2004.0,2.5714285714285716,56.857142857142854,36.95238095238095,14.425714285714289,5.312380952380953,9.870000000000001,829.1999999999998,7.261904761904762
131,DOMINIC AGOSTINO RIVERDALE COMMUNITY CENTRE (P),150 VIOLET DRIVE,16401.0,2006-01-02,2018,"150 violet drive, Hamilton, Ontario",43.23281638,-79.75750832,"150 Violet Dr, Hamilton, Ontario, L8E 6B4","150 Violet Dr, Hamilton, Ontario, L8E 6B4",POINT (-79.757508318758 43.232816384748),4.0,5.0,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776,2006.0,2.736842105263158,55.026315789473685,38.36842105263158,14.258421052631578,5.370526315789474,9.817894736842106,843.5494736842105,7.421052631578948
132,DUNDAS COMMUNITY POOL (P),39 MARKET STREET SOUTH,10364.0,1984-01-02,2018,"39 market street south, Hamilton, Ontario",43.26569708,-79.96216631,"39 Market St S, Dundas, Ontario, L9H 3B3","39 Market St S, Dundas, Ontario, L9H 3B3",POINT (-79.962166314927 43.265697082163),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1984.0,1.2439024390243902,63.58536585365854,47.09756097560975,13.596829268292684,4.091707317073171,8.842195121951221,842.4385365853659,7.048780487804878
133,Dundas Driving Park - Baseball Washroom/Concession,71 Cross St.,1279.0,1966-01-02,2017,"71 cross st., Hamilton, Ontario",43.27006581,-79.95261706,"71 Cross St, Dundas, Ontario, L9H 2R5","71 Cross St, Dundas, Ontario, L9H 2R5",POINT (-79.952617064096 43.270065813917),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1966.0,0.9322033898305084,64.9322033898305,49.83050847457627,13.28457627118644,3.7576271186440686,8.519322033898305,834.4374576271188,6.898305084745763
134,Dundas Driving Park - Concession / Washroom / Ice Plant,71 Cross St.,4305.0,2012-01-02,2017,"71 cross st., Hamilton, Ontario",43.27006581,-79.95261706,"71 Cross St, Dundas, Ontario, L9H 2R5","71 Cross St, Dundas, Ontario, L9H 2R5",POINT (-79.952617064096 43.270065813917),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,2012.0,2.1538461538461537,61.07692307692308,40.11538461538461,14.25923076923077,4.795384615384615,9.52076923076923,850.5669230769231,7.5
