,Asset Name,Asset Name: Address,Asset Name: Size,Asset Name: Date Built,Custom: Assessment Date,formattted_address,latitude,longitude,formatted_address,location,geometry,index_right,OBJECTID,WARD,COUNCILLOR_NAME,PHONE,EMAIL,WEBSITE,PICTURE_URL,Shape__Area,Shape__Length
181,FIRE STATION 05,1227 STONE CHURCH ROAD EAST,9494,2015-01-02,2022,"1227 stone church road east, Hamilton, Ontario",43.19833479,-79.83499616,"1227 Stone Church Rd E, Hamilton, Ontario, L8W 2C6","1227 Stone Church Rd E, Hamilton, Ontario, L8W 2C6",POINT (-79.834996163768 43.198334785736),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
182,FIRE STATION 06,246 WENTWORTH STREET NORTH ,12864,1986-01-02,2019,"246 wentworth street north , Hamilton, Ontario",43.2594055,-79.84547229,"246 Wentworth St N, Hamilton, Ontario, L8L 8B6","246 Wentworth St N, Hamilton, Ontario, L8L 8B6",POINT (-79.845472285452 43.259405499911),2,3,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359
183,FIRE STATION 07 (F),225 QUIGLEY ROAD,7061,1989-01-02,2019,"225 quigley road, Hamilton, Ontario",43.21574408,-79.78411332,"225 Quigley Rd, Hamilton, Ontario, L8K 5M8","225 Quigley Rd, Hamilton, Ontario, L8K 5M8",POINT (-79.784113317628 43.215744082451),4,5,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776
184,FIRE STATION 08,400 MELVIN AVENUE,5674,1958-01-02,2019,"400 melvin avenue, Hamilton, Ontario",43.24087399,-79.77924352,"400 Melvin Ave, Hamilton, Ontario, L8H 2L3","400 Melvin Ave, Hamilton, Ontario, L8H 2L3",POINT (-79.779243515702 43.24087399209),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
185,FIRE STATION 09,125 KENILWORTH AVENUE NORTH,8533,2006-01-02,2019,"125 kenilworth avenue north, Hamilton, Ontario",43.24430081,-79.80897463,"125 Kenilworth Ave N, Hamilton, Ontario, L8H 4R7","125 Kenilworth Ave N, Hamilton, Ontario, L8H 4R7",POINT (-79.808974629179 43.244300807474),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
186,FIRE STATION 10,1455 MAIN STREET WEST,8869,1956-01-02,2019,"1455 main street west, Hamilton, Ontario",43.2572638,-79.92343773,"1455 Main St W, Hamilton, Ontario, L8S 1C8","1455 Main St W, Hamilton, Ontario, L8S 1C8",POINT (-79.923437731305 43.257263797921),0,1,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053
187,FIRE STATION 11,24 RAY STREET SOUTH,3484,1963-01-02,2019,"24 ray street south, Hamilton, Ontario",43.25927152,-79.88086856,"24 Ray St S, Hamilton, Ontario, L8P 3V2","24 Ray St S, Hamilton, Ontario, L8P 3V2",POINT (-79.880868559648 43.259271515188),0,1,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053
188,FIRE STATION 12,199 HIGHWAY 8,11956,1994-01-02,2019,"199 highway 8, Hamilton, Ontario",43.22301031,-79.74012752,"199 Hwy 8, Stoney Creek, Ontario, L8G 1C6","199 Hwy 8, Stoney Creek, Ontario, L8G 1C6",POINT (-79.740127520515 43.223010312404),9,10,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076
189,FIRE STATION 13,177 BAY STREET NORTH,14856,1967-01-02,2019,"177 bay street north, Hamilton, Ontario",43.2639811,-79.87186271,"177 Bay St N, Hamilton, Ontario, L8R 2P8","177 Bay St N, Hamilton, Ontario, L8R 2P8",POINT (-79.8718627076 43.263981097035),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
190,FIRE STATION 14,595 CHAPEL HILL ROAD,2827,2002-01-02,2019,"595 chapel hill road, Hamilton, Ontario",43.15794462,-79.71758397,"595 Chapel Hill Rd, Stoney Creek, Ontario, L8J 0B5","595 Chapel Hill Rd, Stoney Creek, Ontario, L8J 0B5",POINT (-79.717583972829 43.157944615538),8,9,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971
191,FIRE STATION 14 - GARAGE,595 CHAPEL HILL ROAD,1149,2002-01-02,2019,"595 chapel hill road, Hamilton, Ontario",43.15794462,-79.71758397,"595 Chapel Hill Rd, Stoney Creek, Ontario, L8J 0B5","595 Chapel Hill Rd, Stoney Creek, Ontario, L8J 0B5",POINT (-79.717583972829 43.157944615538),8,9,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971
192,FIRE STATION 15,415 ARVIN AVENUE,6671,1999-01-02,2019,"415 arvin avenue, Hamilton, Ontario",43.22995661,-79.71635058,"415 Arvin Ave, Stoney Creek, Ontario, L8E 2N1","415 Arvin Ave, Stoney Creek, Ontario, L8E 2N1",POINT (-79.716350575777 43.229956605113),9,10,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076
193,FIRE STATION 16,939 BARTON STREET,6671,1999-01-02,2019,"939 barton street, Hamilton, Ontario",43.21748882,-79.67521588,"939 Barton St, Stoney Creek, Ontario, L8E 5P5","939 Barton St, Stoney Creek, Ontario, L8E 5P5",POINT (-79.675215883029 43.217488817506),9,10,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076
194,FIRE STATION 17,363 ISAAC BROCK DRIVE,6576,1989-01-02,2019,"363 isaac brock drive, Hamilton, Ontario",43.19427438,-79.78937657,"363 Isaac Brock Dr, Stoney Creek, Ontario, L8J 1B7","363 Isaac Brock Dr, Stoney Creek, Ontario, L8J 1B7",POINT (-79.789376566088 43.194274382291),8,9,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971
195,FIRE STATION 18,2636 HIGHWAY 56,10968,2005-01-02,2019,"2636 highway 56, Hamilton, Ontario",43.04154787,-79.79955107,"Highway 56, Haldimand County, Ontario, N0A 1R0","Highway 56, Haldimand County, Ontario, N0A 1R0",POINT (-79.799551065972 43.04154787091),,,11,,,,,,,
196,FIRE STATION 19,3302 HOMESTEAD DRIVE,7224,1994-01-02,2019,"3302 homestead drive, Hamilton, Ontario",43.15336361,-79.91641898,"3302 Homestead Dr, Mount Hope, Ontario, L0R 1W0","3302 Homestead Dr, Mount Hope, Ontario, L0R 1W0",POINT (-79.916418977043 43.153363612086),10,11,11,Mark Tadeson,905-546-2110,mark.tadeson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-11,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrTadeson2022.jpg.jpeg?itok=IXTC5Bi5,196798677.2,58437.14915
197,FIRE STATION 20,661 GARNER ROAD EAST ,7480,2013-01-02,2019,"661 garner road east , Hamilton, Ontario",43.20678781,-79.95344243,"661 Garner Rd E, Ancaster, Ontario, L9G 3K9","661 Garner Rd E, Ancaster, Ontario, L9G 3K9",POINT (-79.953442430102 43.20678780936),11,12,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066
198,FIRE STATION 21,365 WILSON STREET WEST,12520,1994-01-02,2019,"365 wilson street west, Hamilton, Ontario",43.2085281,-80.00217347,"365 Wilson St W, Ancaster, Ontario, L9G 4X4","365 Wilson St W, Ancaster, Ontario, L9G 4X4",POINT (-80.00217347406 43.208528102007),11,12,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066
199,FIRE STATION 23,19 MEMORIAL SQUARE,10025,1976-01-02,2019,"19 memorial square, Hamilton, Ontario",43.2657656,-79.95698831,"19 Memorial Sq, Dundas, Ontario, L9H 2T3","19 Memorial Sq, Dundas, Ontario, L9H 2T3",POINT (-79.956988310421 43.265765604221),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
200,FIRE STATION 24,256 PARKSIDE DRIVE,9906,1996-01-02,2019,"256 parkside drive, Hamilton, Ontario",43.3357216,-79.90527834,"256 Parkside Dr, Waterdown, Ontario, L8B 0Y7","256 Parkside Dr, Waterdown, Ontario, L8B 0Y7",POINT (-79.905278338075 43.335721596766),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
201,FIRE STATION 25,361 OLD BROCK ROAD,3519,1971-01-02,2019,"361 old brock road, Hamilton, Ontario",43.28188128,-79.99401419,"361 Old Brock Rd, Dundas, Ontario, L9H 5H8","361 Old Brock Rd, Dundas, Ontario, L9H 5H8",POINT (-79.994014194232 43.281881279909),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
202,FIRE STATION 26,119 LYNDEN ROAD,4824,1980-01-02,2019,"119 lynden road, Hamilton, Ontario",43.23698651,-80.1479776,"119 Lynden Rd, Lynden, Ontario, L0R 1T0","119 Lynden Rd, Lynden, Ontario, L0R 1T0",POINT (-80.147977601806 43.236986507306),11,12,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066
203,FIRE STATION 27 (H),795 OLD HIGHWAY 8,4825,1971-01-02,2019,"795 old highway 8, Hamilton, Ontario",43.30049401,-80.12658707,"795 Old Highway 8, Rockton, Ontario, L0R 1X0","795 Old Highway 8, Rockton, Ontario, L0R 1X0",POINT (-80.126587068721 43.300494008372),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
204,FIRE STATION 28,1801 BROCK ROAD,4402,1966-01-02,2019,"1801 brock road, Hamilton, Ontario",43.39767551,-80.03869862,"1801 Brock Rd, Freelton, Ontario, L8B 0Z4","1801 Brock Rd, Freelton, Ontario, L8B 0Z4",POINT (-80.038698622975 43.397675512078),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
205,FIRE STATION 30 (EMS),489 VICTORIA AVENUE NORTH ,22243,1988-01-02,2019,"489 victoria avenue north , Hamilton, Ontario",43.26901581,-79.85044041,"489 Victoria Ave N, Hamilton, Ontario, L8L 5H1","489 Victoria Ave N, Hamilton, Ontario, L8L 5H1",POINT (-79.850440407102 43.269015812906),2,3,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359
206,FIRE STATION 30-B - OUT BUILDING,489 VICTORIA AVENUE NORTH,2500,1988-01-02,2019,"489 victoria avenue north, Hamilton, Ontario",43.26901581,-79.85044041,"489 Victoria Ave N, Hamilton, Ontario, L8L 5H1","489 Victoria Ave N, Hamilton, Ontario, L8L 5H1",POINT (-79.850440407102 43.269015812906),2,3,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359
207,FIRE STATION 32 (EMS),1000 LIMERIDGE ROAD EAST,8570,1991-01-02,2019,"1000 limeridge road east, Hamilton, Ontario",43.20740229,-79.8364283,"1000 Limeridge Rd E, Hamilton, Ontario, L8W 2X1","1000 Limeridge Rd E, Hamilton, Ontario, L8W 2X1",POINT (-79.836428295745 43.207402286682),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
208,FIRSTONTARIO CENTRE (COPPS),101 YORK BOULEVARD,449376,1985-01-01,2015,"101 york boulevard, Hamilton, Ontario",43.25938379,-79.87189531,"101 York Blvd, Hamilton, Ontario, L8R 3L4","101 York Blvd, Hamilton, Ontario, L8R 3L4",POINT (-79.871895313203 43.259383790781),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
209,FIRSTONTARIO CONCERT HALL (HAMILTON PLACE),10 MACNAB STREET SOUTH,93779,1974-01-01,2013,"10 macnab street south, Hamilton, Ontario",43.2564567,-79.8712054,"10 Macnab St S, Hamilton, Ontario, L8P 4Y3","10 Macnab St S, Hamilton, Ontario, L8P 4Y3",POINT (-79.871205398753 43.256456704464),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
210,FLAMBOROUGH FAMILY YMCA,207 PARKSIDE DRIVE,31425,2019-11-25,Model,"207 parkside drive, Hamilton, Ontario",43.33310598,-79.91125891,"207 Parkside Dr, Waterdown, Ontario, L8B 1B9","207 Parkside Dr, Waterdown, Ontario, L8B 1B9",POINT (-79.91125890981 43.333105981971),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
211,FLAMBOROUGH YARD (BROCK ROAD),867 4TH CONCESSION ROAD WEST,10924,1973-01-02,2019,"867 4th concession road west, Hamilton, Ontario",43.3089029,-80.01569659,"867 Concession Rd 4 W, Dundas, Ontario, L9H 5E4","867 Concession Rd 4 W, Dundas, Ontario, L9H 5E4",POINT (-80.015696585186 43.308902901276),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
212,FLAMBOROUGH YARD - SALT / SAND STORAGE (BROCK ROAD),867 4TH CONCESSION ROAD WEST,5000,2007-01-01,2018,"867 4th concession road west, Hamilton, Ontario",43.3089029,-80.01569659,"867 Concession Rd 4 W, Dundas, Ontario, L9H 5E4","867 Concession Rd 4 W, Dundas, Ontario, L9H 5E4",POINT (-80.015696585186 43.308902901276),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
213,FORESTRY OPERATIONS CENTRE - GARAGE (F),1301 UPPER OTTAWA STREET,4219,1984-01-02,2018,"1301 upper ottawa street, Hamilton, Ontario",43.20258998,-79.83856174,"1301 Upper Ottawa St, Hamilton, Ontario, L8W 3L5","1301 Upper Ottawa St, Hamilton, Ontario, L8W 3L5",POINT (-79.83856174156 43.202589984612),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
214,FORESTRY OPERATIONS CENTRE - MAIN BUILDING,1301 UPPER OTTAWA STREET,15382,1995-01-02,2018,"1301 upper ottawa street, Hamilton, Ontario",43.20258998,-79.83856174,"1301 Upper Ottawa St, Hamilton, Ontario, L8W 3L5","1301 Upper Ottawa St, Hamilton, Ontario, L8W 3L5",POINT (-79.83856174156 43.202589984612),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
215,FORESTRY OPERATIONS CENTRE - QUONSET,1301 UPPER OTTAWA STREET,3129,1984-01-02,2018,"1301 upper ottawa street, Hamilton, Ontario",43.20258998,-79.83856174,"1301 Upper Ottawa St, Hamilton, Ontario, L8W 3L5","1301 Upper Ottawa St, Hamilton, Ontario, L8W 3L5",POINT (-79.83856174156 43.202589984612),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
